round,client,confidence_mean,need_mean,source_file,slot_0,slot_1,slot_2,slot_3
3550,3,0.378005,0.621995,client3.log,0.2821,0.4672,0.2985,0.4642
3550,4,0.375654,0.624346,client4.log,0.465,0.3164,0.4407,0.2805
3600,0,0.379794,0.620206,client0.log,0.2706,0.4787,0.2941,0.4757
3600,1,0.387709,0.612291,client1.log,0.509,0.26,0.5159,0.266
3600,2,0.369995,0.630005,client2.log,0.3876,0.3205,0.4304,0.3415
3600,3,0.367995,0.632005,client3.log,0.3401,0.3752,0.3714,0.3853
3600,4,0.374292,0.625708,client4.log,0.4841,0.3435,0.3848,0.2847
3650,0,0.369987,0.630013,client0.log,0.43,0.3337,0.4031,0.3132
3650,1,0.368029,0.631971,client1.log,0.3439,0.3959,0.343,0.3893
3650,2,0.368493,0.631507,client2.log,0.3341,0.3873,0.354,0.3986
3650,3,0.381092,0.618908,client3.log,0.464,0.286,0.4979,0.2765
3650,4,0.374506,0.625494,client4.log,0.3053,0.4415,0.2979,0.4533
3700,0,0.369878,0.630122,client0.log,0.4324,0.3336,0.4002,0.3132
3700,1,0.369712,0.630288,client1.log,0.3749,0.3181,0.4455,0.3403
3700,2,0.370139,0.629861,client2.log,0.3144,0.3969,0.3448,0.4244
3700,3,0.368366,0.631634,client3.log,0.3385,0.3979,0.3567,0.3804
3700,4,0.367689,0.632311,client4.log,0.3601,0.3758,0.3484,0.3865
3750,0,0.366794,0.633206,client0.log,0.3585,0.3646,0.371,0.373
3750,1,0.368525,0.631475,client1.log,0.3477,0.406,0.3311,0.3893
3750,2,0.376988,0.623012,client2.log,0.4572,0.2697,0.458,0.3231
3750,3,0.368344,0.631656,client3.log,0.3681,0.4058,0.3549,0.3446
3750,4,0.367299,0.632701,client4.log,0.357,0.3714,0.3644,0.3764
3800,0,0.367415,0.632585,client0.log,0.3694,0.3437,0.3856,0.3709
3800,1,0.367485,0.632515,client1.log,0.3743,0.3865,0.3485,0.3606
3800,2,0.368389,0.631611,client2.log,0.3937,0.375,0.3768,0.3281
3800,3,0.370352,0.629648,client3.log,0.4226,0.3352,0.4055,0.3181
3800,4,0.368012,0.631988,client4.log,0.338,0.3805,0.3584,0.3952
3850,0,0.396584,0.603416,client0.log,0.2563,0.5321,0.2385,0.5594
3850,1,0.36992,0.63008,client1.log,0.4309,0.3461,0.3882,0.3145
3850,2,0.368666,0.631334,client2.log,0.3362,0.397,0.3465,0.3949
3850,3,0.369614,0.630386,client3.log,0.3256,0.3858,0.3414,0.4257
3850,4,0.369195,0.630805,client4.log,0.4222,0.3572,0.3786,0.3189
3900,0,0.367375,0.632625,client0.log,0.3763,0.3418,0.355,0.3964
3900,1,0.36777,0.63223,client1.log,0.3475,0.3932,0.3516,0.3788
3900,2,0.368966,0.631034,client2.log,0.3882,0.3354,0.4116,0.3407
3900,3,0.370492,0.629508,client3.log,0.3386,0.3171,0.4363,0.39
3900,4,0.372233,0.627767,client4.log,0.4,0.2944,0.4537,0.3408
3950,0,0.368167,0.631833,client0.log,0.3994,0.3313,0.3935,0.3484
3950,1,0.380234,0.619766,client1.log,0.2763,0.4609,0.282,0.5017
3950,2,0.374232,0.625768,client2.log,0.4566,0.3099,0.4304,0.3
3950,3,0.377813,0.622187,client3.log,0.4791,0.3136,0.4462,0.2724
3950,4,0.369454,0.630546,client4.log,0.4112,0.3626,0.3965,0.3075
4000,0,0.407562,0.592438,client0.log,0.6212,0.2287,0.5469,0.2335
4000,1,0.37229,0.62771,client1.log,0.3131,0.4261,0.3089,0.441
4000,2,0.368639,0.631361,client2.log,0.333,0.3801,0.3571,0.4043
4000,3,0.367622,0.632378,client3.log,0.3546,0.3742,0.3671,0.3746
4000,4,0.378008,0.621992,client4.log,0.2843,0.4646,0.2946,0.4686
4050,0,0.36788,0.63212,client0.log,0.3395,0.3676,0.3609,0.4035
4050,1,0.368813,0.631187,client1.log,0.3443,0.4132,0.3275,0.3902
4050,2,0.368863,0.631137,client2.log,0.3213,0.4001,0.3623,0.3917
4050,3,0.370104,0.629896,client3.log,0.3103,0.4143,0.3524,0.4034
4050,4,0.367607,0.632393,client4.log,0.3846,0.3563,0.3559,0.3737
4100,0,0.387035,0.612965,client0.log,0.4944,0.2595,0.5243,0.2699
4100,1,0.369682,0.630318,client1.log,0.3187,0.3962,0.3388,0.425
4100,2,0.368793,0.631207,client2.log,0.3557,0.3996,0.3283,0.3915
4100,3,0.369039,0.630961,client3.log,0.3625,0.4176,0.3275,0.3685
4100,4,0.367603,0.632397,client4.log,0.3474,0.3713,0.3844,0.3674
4150,0,0.367339,0.632661,client0.log,0.3428,0.3852,0.3448,0.3966
4150,1,0.368202,0.631798,client1.log,0.4022,0.3427,0.3787,0.3492
4150,2,0.38382,0.61618,client2.log,0.526,0.2749,0.4598,0.2745
4150,3,0.368149,0.631851,client3.log,0.3629,0.3407,0.3893,0.3797
4150,4,0.368749,0.631251,client4.log,0.3758,0.3229,0.4138,0.3625
4200,0,0.368409,0.63159,client0.log,0.3381,0.4017,0.3352,0.3986
4200,1,0.367299,0.632701,client1.log,0.3667,0.3532,0.3785,0.3708
4200,2,0.373178,0.626822,client2.log,0.298,0.3994,0.3299,0.4655
4200,3,0.373141,0.626859,client3.log,0.2928,0.3894,0.3412,0.4691
4200,4,0.368999,0.631001,client4.log,0.3576,0.3195,0.3887,0.4103
4250,0,0.367025,0.632975,client0.log,0.3521,0.3725,0.3636,0.3799
4250,1,0.367952,0.632048,client1.log,0.3852,0.3882,0.3589,0.3395
4250,2,0.36842,0.63158,client2.log,0.3913,0.347,0.392,0.3433
4250,3,0.368096,0.631904,client3.log,0.3943,0.3667,0.3694,0.3421
4250,4,0.368215,0.631785,client4.log,0.3615,0.35,0.4129,0.3485
4300,0,0.37045,0.62955,client0.log,0.4216,0.3083,0.4276,0.3243
4300,1,0.367777,0.632223,client1.log,0.3888,0.3546,0.3487,0.379
4300,2,0.381343,0.618657,client2.log,0.274,0.4895,0.2869,0.475
4300,3,0.368952,0.631048,client3.log,0.3979,0.3216,0.39,0.3662
4300,4,0.367625,0.632375,client4.log,0.3832,0.365,0.3793,0.343
4350,0,0.375633,0.624367,client0.log,0.483,0.3027,0.4253,0.2916
4350,1,0.373003,0.626997,client1.log,0.4715,0.3436,0.3842,0.2927
4350,2,0.382542,0.617458,client2.log,0.2924,0.5075,0.2641,0.4661
4350,3,0.371312,0.628688,client3.log,0.4042,0.3316,0.4387,0.3107
4350,4,0.374221,0.62578,client4.log,0.3039,0.4517,0.3013,0.44
4400,0,0.369267,0.630733,client0.log,0.3471,0.3217,0.4331,0.3752
4400,1,0.375669,0.624331,client1.log,0.451,0.3012,0.4572,0.2932
4400,2,0.370582,0.629418,client2.log,0.4251,0.322,0.4094,0.3259
4400,3,0.368069,0.631931,client3.log,0.369,0.3526,0.396,0.3547
4400,4,0.370158,0.629842,client4.log,0.3293,0.4168,0.3189,0.4156
4450,0,0.372161,0.627839,client0.log,0.4062,0.3014,0.455,0.3261
4450,1,0.376451,0.623549,client1.log,0.2733,0.4714,0.3219,0.4393
4450,2,0.367971,0.632029,client2.log,0.3465,0.3675,0.3637,0.3942
4450,3,0.368013,0.631987,client3.log,0.348,0.3826,0.3559,0.3855
4450,4,0.374358,0.625642,client4.log,0.3216,0.4688,0.2896,0.4174
4500,0,0.367176,0.632824,client0.log,0.3691,0.3523,0.385,0.3623
4500,1,0.367513,0.632487,client1.log,0.3606,0.3711,0.387,0.3514
4500,2,0.383715,0.616285,client2.log,0.2671,0.4797,0.2808,0.5073
4500,3,0.368017,0.631983,client3.log,0.3889,0.3846,0.3482,0.3504
4500,4,0.369777,0.630223,client4.log,0.4068,0.3318,0.4162,0.3243
4550,0,0.372914,0.627086,client0.log,0.2909,0.4357,0.3237,0.4413
4550,1,0.367661,0.632339,client1.log,0.3489,0.3825,0.3551,0.3841
4550,2,0.368425,0.631575,client2.log,0.3529,0.3936,0.3373,0.3899
4550,3,0.376018,0.623982,client3.log,0.3024,0.4406,0.2933,0.4678
4550,4,0.367363,0.632637,client4.log,0.3625,0.3599,0.3719,0.3752
4600,0,0.372312,0.627688,client0.log,0.2906,0.3905,0.3458,0.4624
4600,1,0.367782,0.632218,client1.log,0.3589,0.3442,0.392,0.3761
4600,2,0.373286,0.626714,client2.log,0.2987,0.4239,0.3202,0.4504
4600,3,0.367957,0.632043,client3.log,0.3885,0.373,0.3637,0.3466
4600,4,0.368711,0.631289,client4.log,0.3742,0.3459,0.4187,0.3361
4650,0,0.369903,0.630097,client0.log,0.3108,0.4084,0.3328,0.4276
4650,1,0.387972,0.612028,client1.log,0.5427,0.2967,0.4732,0.2392
4650,2,0.36919,0.63081,client2.log,0.3522,0.4232,0.3288,0.3724
4650,3,0.3715,0.6285,client3.log,0.3963,0.3055,0.4457,0.3385
4650,4,0.372479,0.627521,client4.log,0.3498,0.4377,0.2854,0.4169
4700,0,0.367224,0.632776,client0.log,0.3763,0.376,0.3516,0.3651
4700,1,0.369163,0.630837,client1.log,0.4056,0.3438,0.4069,0.3203
4700,2,0.373413,0.626587,client2.log,0.2966,0.4174,0.3222,0.4576
4700,3,0.372567,0.627433,client3.log,0.3095,0.4238,0.3156,0.4414
4700,4,0.367531,0.632469,client4.log,0.3762,0.3645,0.3819,0.3475
4750,0,0.367799,0.632201,client0.log,0.3661,0.3357,0.3997,0.3697
4750,1,0.386068,0.613932,client1.log,0.505,0.261,0.5049,0.2734
4750,2,0.391079,0.608921,client2.log,0.523,0.2531,0.5258,0.2624
4750,3,0.374868,0.625131,client3.log,0.2738,0.4154,0.3461,0.4642
4750,4,0.36817,0.63183,client4.log,0.3934,0.3487,0.3953,0.3352
4800,0,0.376112,0.623888,client0.log,0.2939,0.4576,0.2948,0.4581
4800,1,0.371982,0.628018,client1.log,0.3033,0.4282,0.3229,0.4335
4800,2,0.368493,0.631507,client2.log,0.4004,0.3827,0.3601,0.3308
4800,3,0.368838,0.631162,client3.log,0.3553,0.4151,0.3349,0.3701
4800,4,0.375954,0.624046,client4.log,0.4832,0.3009,0.4253,0.2945
4850,0,0.370843,0.629157,client0.log,0.3237,0.4202,0.3137,0.4257
4850,1,0.371078,0.628922,client1.log,0.294,0.419,0.3517,0.4196
4850,2,0.369262,0.630738,client2.log,0.327,0.4059,0.3401,0.4041
4850,3,0.367903,0.632097,client3.log,0.3474,0.3799,0.3614,0.3829
4850,4,0.36943,0.63057,client4.log,0.3048,0.3916,0.3732,0.4081
4900,0,0.367559,0.632441,client0.log,0.3482,0.3863,0.347,0.3887
4900,1,0.367948,0.632052,client1.log,0.3493,0.3439,0.3965,0.382
4900,2,0.367784,0.632216,client2.log,0.3461,0.3633,0.3825,0.3791
4900,3,0.370939,0.629061,client3.log,0.4205,0.3094,0.418,0.3359
4900,4,0.367353,0.632647,client4.log,0.3599,0.3472,0.3764,0.3859
4950,0,0.367348,0.632652,client0.log,0.3954,0.3466,0.3817,0.3457
4950,1,0.367299,0.632701,client1.log,0.3686,0.3455,0.3904,0.3647
4950,2,0.371331,0.628669,client2.log,0.3307,0.4261,0.3069,0.4216
4950,3,0.369196,0.630804,client3.log,0.3444,0.3928,0.3277,0.4118
4950,4,0.384121,0.615879,client4.log,0.5047,0.2831,0.4873,0.2613
5000,0,0.372816,0.627184,client0.log,0.4055,0.4636,0.3257,0.2964
5000,1,0.371529,0.628471,client1.log,0.3234,0.4415,0.3118,0.4093
5000,2,0.368076,0.631924,client2.log,0.387,0.3828,0.3587,0.3438
5000,3,0.372456,0.627544,client3.log,0.2949,0.421,0.3356,0.4383
5000,4,0.367603,0.632397,client4.log,0.3564,0.3831,0.3476,0.3833
5050,0,0.371484,0.628516,client0.log,0.2948,0.3982,0.349,0.4439
5050,1,0.367652,0.632348,client1.log,0.3457,0.3608,0.3659,0.3982
5050,2,0.374607,0.625393,client2.log,0.4269,0.2959,0.4641,0.3115
5050,3,0.38019,0.61981,client3.log,0.4907,0.2993,0.4606,0.2702
5050,4,0.37541,0.62459,client4.log,0.3016,0.456,0.2945,0.4494
5100,0,0.377834,0.622166,client0.log,0.454,0.2853,0.4786,0.2934
5100,1,0.370329,0.629671,client1.log,0.4278,0.3478,0.3986,0.3071
5100,2,0.370737,0.629263,client2.log,0.4078,0.3153,0.4304,0.3294
5100,3,0.386272,0.613728,client3.log,0.3248,0.5648,0.2395,0.416
5100,4,0.37721,0.62279,client4.log,0.3902,0.2544,0.4924,0.3719
5150,0,0.380368,0.619632,client0.log,0.5135,0.3094,0.4355,0.263
5150,1,0.373894,0.626106,client1.log,0.3092,0.4494,0.2955,0.4415
5150,2,0.380887,0.619113,client2.log,0.4947,0.2883,0.4653,0.2752
5150,3,0.372956,0.627044,client3.log,0.3363,0.4778,0.3065,0.3712
5150,4,0.369127,0.630873,client4.log,0.4057,0.339,0.4032,0.3286
5200,0,0.372476,0.627524,client0.log,0.2941,0.3952,0.3373,0.4633
5200,1,0.368069,0.631931,client1.log,0.4027,0.3719,0.3678,0.33
5200,2,0.367675,0.632325,client2.log,0.3678,0.3697,0.3592,0.374
5200,3,0.371975,0.628025,client3.log,0.323,0.472,0.3351,0.3578
5200,4,0.367733,0.632267,client4.log,0.3546,0.347,0.3772,0.3922
5250,0,0.390743,0.609257,client0.log,0.5119,0.253,0.5373,0.2607
5250,1,0.368005,0.631995,client1.log,0.3871,0.3407,0.3971,0.3472
5250,2,0.379782,0.620218,client2.log,0.2879,0.4868,0.2814,0.463
5250,3,0.368579,0.631421,client3.log,0.364,0.3472,0.3505,0.4125
5250,4,0.36818,0.63182,client4.log,0.3772,0.3563,0.4025,0.3367
5300,0,0.368081,0.631919,client0.log,0.3613,0.4162,0.324,0.3708
5300,1,0.37613,0.62387,client1.log,0.2807,0.4399,0.3131,0.4708
5300,2,0.368552,0.631448,client2.log,0.3964,0.3461,0.3914,0.3403
5300,3,0.386088,0.613912,client3.log,0.4218,0.2374,0.5591,0.3261
5300,4,0.380446,0.619555,client4.log,0.4461,0.2692,0.508,0.2985
5350,0,0.382203,0.617797,client0.log,0.3001,0.4918,0.2567,0.4802
5350,1,0.37441,0.62559,client1.log,0.454,0.3232,0.4359,0.2846
5350,2,0.370505,0.629495,client2.log,0.3201,0.3907,0.3328,0.4384
5350,3,0.36805,0.63195,client3.log,0.3891,0.3489,0.3809,0.3533
5350,4,0.395365,0.604635,client4.log,0.2391,0.557,0.2596,0.5258
5400,0,0.368149,0.631851,client0.log,0.336,0.3924,0.3525,0.3917
5400,1,0.370511,0.629489,client1.log,0.3727,0.4408,0.3067,0.3619
5400,2,0.374601,0.625399,client2.log,0.3027,0.4399,0.3031,0.4526
5400,3,0.375017,0.624983,client3.log,0.3534,0.2724,0.4727,0.4016
5400,4,0.372183,0.627817,client4.log,0.4377,0.3324,0.4226,0.296
5450,0,0.37289,0.62711,client0.log,0.291,0.426,0.3277,0.4469
5450,1,0.371564,0.628436,client1.log,0.4032,0.3186,0.4466,0.3178
5450,2,0.369068,0.630932,client2.log,0.393,0.3297,0.4085,0.3452
5450,3,0.370928,0.629072,client3.log,0.4112,0.3135,0.4275,0.3315
5450,4,0.367398,0.632602,client4.log,0.3664,0.356,0.3742,0.373
5500,0,0.376242,0.623758,client0.log,0.289,0.449,0.2966,0.4704
5500,1,0.372687,0.627313,client1.log,0.4218,0.2856,0.4384,0.3449
5500,2,0.384361,0.615639,client2.log,0.5021,0.279,0.4908,0.2656
5500,3,0.371397,0.628603,client3.log,0.4124,0.4345,0.3154,0.3233
5500,4,0.372004,0.627996,client4.log,0.3864,0.2965,0.4589,0.3462
5550,0,0.367869,0.632131,client0.log,0.3405,0.3779,0.3535,0.3995
5550,1,0.375918,0.624082,client1.log,0.2915,0.4347,0.3029,0.4746
5550,2,0.388052,0.611948,client2.log,0.2566,0.5217,0.2718,0.5021
5550,3,0.371429,0.628571,client3.log,0.3475,0.4251,0.2982,0.4149
5550,4,0.372861,0.627139,client4.log,0.321,0.4209,0.2992,0.4504
5600,0,0.368129,0.631871,client0.log,0.3209,0.3601,0.3983,0.3932
5600,1,0.367518,0.632482,client1.log,0.3758,0.3516,0.3765,0.3662
5600,2,0.369898,0.630102,client2.log,0.3249,0.4124,0.333,0.4093
5600,3,0.367819,0.632181,client3.log,0.3712,0.3576,0.385,0.3575
5600,4,0.374514,0.625486,client4.log,0.4488,0.2981,0.4484,0.3028
5650,0,0.373027,0.626973,client0.log,0.3496,0.4562,0.2801,0.4063
5650,1,0.367897,0.632102,client1.log,0.3389,0.3817,0.3636,0.3874
5650,2,0.369044,0.630956,client2.log,0.3553,0.3562,0.4244,0.3403
5650,3,0.375442,0.624558,client3.log,0.447,0.3764,0.4192,0.2591
5650,4,0.391393,0.608607,client4.log,0.5017,0.263,0.5498,0.2511
5700,0,0.369001,0.630999,client0.log,0.3197,0.3867,0.3483,0.4213
5700,1,0.391028,0.608972,client1.log,0.5362,0.2723,0.5113,0.2443
5700,2,0.36778,0.63222,client2.log,0.3795,0.3502,0.3731,0.3682
5700,3,0.370699,0.629301,client3.log,0.418,0.3178,0.4171,0.3298
5700,4,0.372461,0.627539,client4.log,0.422,0.2903,0.4393,0.3383
5750,0,0.36825,0.63175,client0.log,0.3912,0.3327,0.4095,0.3396
5750,1,0.377868,0.622132,client1.log,0.2706,0.4572,0.3114,0.4723
5750,2,0.36801,0.63199,client2.log,0.3532,0.3497,0.3785,0.3906
5750,3,0.367796,0.632204,client3.log,0.3783,0.3501,0.3766,0.3662
5750,4,0.368076,0.631924,client4.log,0.3905,0.3413,0.3915,0.349
5800,0,0.380908,0.619092,client0.log,0.2866,0.4836,0.2726,0.4807
5800,1,0.36749,0.63251,client1.log,0.3554,0.3769,0.3608,0.3769
5800,2,0.368819,0.631181,client2.log,0.3555,0.4198,0.3434,0.3566
5800,3,0.367776,0.632224,client3.log,0.3585,0.3669,0.3648,0.3809
5800,4,0.368327,0.631673,client4.log,0.396,0.3492,0.393,0.3351
5850,0,0.369494,0.630506,client0.log,0.4183,0.3273,0.407,0.3253
5850,1,0.371447,0.628553,client1.log,0.3074,0.4346,0.3244,0.4193
5850,2,0.388111,0.611889,client2.log,0.2626,0.5201,0.2649,0.5048
5850,3,0.374897,0.625103,client3.log,0.388,0.2812,0.4851,0.3453
5850,4,0.36975,0.63025,client4.log,0.424,0.3902,0.3558,0.3091
5900,0,0.370932,0.629068,client0.log,0.3213,0.4239,0.3139,0.4247
5900,1,0.368173,0.631827,client1.log,0.3903,0.3391,0.3972,0.3462
5900,2,0.36984,0.63016,client2.log,0.326,0.4053,0.3304,0.4176
5900,3,0.368893,0.631107,client3.log,0.4051,0.3271,0.3887,0.3547
5900,4,0.370234,0.629766,client4.log,0.3968,0.3104,0.4286,0.3452
5950,0,0.379168,0.620832,client0.log,0.3395,0.4964,0.2498,0.431
5950,1,0.368445,0.631555,client1.log,0.351,0.4102,0.3339,0.3787
5950,2,0.36887,0.63113,client2.log,0.3362,0.3922,0.3436,0.4034
5950,3,0.37102,0.62898,client3.log,0.4247,0.4174,0.3141,0.3279
5950,4,0.367699,0.632301,client4.log,0.3573,0.3971,0.3568,0.3596
6000,0,0.368127,0.631873,client0.log,0.3376,0.3999,0.341,0.394
6000,1,0.373758,0.626242,client1.log,0.3178,0.4468,0.2942,0.4362
6000,2,0.375626,0.624374,client2.log,0.4579,0.289,0.4465,0.3092
6000,3,0.374365,0.625635,client3.log,0.3575,0.4736,0.2777,0.3887
6000,4,0.368489,0.631511,client4.log,0.4067,0.36,0.378,0.3293
6050,0,0.368023,0.631977,client0.log,0.3834,0.3315,0.4002,0.357
6050,1,0.379036,0.620964,client1.log,0.2939,0.4303,0.2842,0.5078
6050,2,0.370184,0.629816,client2.log,0.3154,0.4134,0.3403,0.4116
6050,3,0.370539,0.629461,client3.log,0.4364,0.3774,0.3607,0.3076
6050,4,0.367497,0.632503,client4.log,0.3686,0.3569,0.3555,0.389
6100,0,0.367746,0.632254,client0.log,0.3443,0.3805,0.3528,0.3934
6100,1,0.369846,0.630154,client1.log,0.3967,0.3047,0.4315,0.3465
6100,2,0.367889,0.632111,client2.log,0.3471,0.3775,0.3669,0.38
6100,3,0.370338,0.629662,client3.log,0.4243,0.4019,0.3176,0.3376
6100,4,0.372897,0.627103,client4.log,0.3104,0.4459,0.3088,0.4265
6150,0,0.375278,0.624722,client0.log,0.4588,0.2876,0.446,0.3086
6150,1,0.377237,0.622763,client1.log,0.3058,0.4566,0.2789,0.4676
6150,2,0.368313,0.631687,client2.log,0.3998,0.3524,0.3885,0.3326
6150,3,0.371422,0.628578,client3.log,0.4176,0.3403,0.4264,0.3014
6150,4,0.367881,0.632119,client4.log,0.3786,0.3513,0.3941,0.3475
6200,0,0.367278,0.632722,client0.log,0.3868,0.3501,0.3853,0.3469
6200,1,0.370859,0.629141,client1.log,0.4503,0.3468,0.3781,0.3082
6200,2,0.368652,0.631348,client2.log,0.4082,0.3749,0.3567,0.3348
6200,3,0.369901,0.630099,client3.log,0.4161,0.3565,0.3956,0.3114
6200,4,0.374008,0.625992,client4.log,0.3311,0.4542,0.2835,0.4272
6250,0,0.372475,0.627525,client0.log,0.3137,0.4219,0.3063,0.448
6250,1,0.368057,0.631943,client1.log,0.3857,0.3491,0.3964,0.341
6250,2,0.368715,0.631285,client2.log,0.3995,0.3453,0.3944,0.3357
6250,3,0.370552,0.629448,client3.log,0.3132,0.3986,0.3406,0.4298
6250,4,0.368502,0.631498,client4.log,0.4043,0.3396,0.3922,0.3379
6300,0,0.367495,0.632505,client0.log,0.3419,0.3701,0.3565,0.4016
6300,1,0.377916,0.622084,client1.log,0.2987,0.4971,0.2802,0.4356
6300,2,0.368469,0.631531,client2.log,0.3696,0.353,0.409,0.3422
6300,3,0.370207,0.629793,client3.log,0.4019,0.3075,0.416,0.3554
6300,4,0.372725,0.627275,client4.log,0.4625,0.3678,0.3744,0.2862
6350,0,0.377252,0.622748,client0.log,0.3549,0.5115,0.2652,0.3774
6350,1,0.381149,0.618851,client1.log,0.2855,0.4653,0.2752,0.4986
6350,2,0.379702,0.620298,client2.log,0.2821,0.4678,0.2869,0.482
6350,3,0.369507,0.630493,client3.log,0.347,0.3233,0.4185,0.3892
6350,4,0.370242,0.629758,client4.log,0.414,0.3212,0.4204,0.3253
6400,0,0.372944,0.627056,client0.log,0.3064,0.4426,0.3077,0.435
6400,1,0.368111,0.631889,client1.log,0.344,0.3395,0.3846,0.4044
6400,2,0.367878,0.632122,client2.log,0.3844,0.3594,0.3766,0.3511
6400,3,0.370625,0.629375,client3.log,0.3914,0.342,0.4358,0.3134
6400,4,0.367593,0.632407,client4.log,0.3707,0.3475,0.3792,0.3729
6450,0,0.409499,0.590501,client0.log,0.2103,0.5478,0.2512,0.6288
6450,1,0.367798,0.632202,client1.log,0.3583,0.3491,0.3958,0.3681
6450,2,0.370046,0.629954,client2.log,0.3435,0.4324,0.3213,0.383
6450,3,0.371085,0.628915,client3.log,0.3455,0.4526,0.3134,0.3728
6450,4,0.367834,0.632166,client4.log,0.345,0.3723,0.3608,0.3934
6500,0,0.369504,0.630496,client0.log,0.4097,0.3295,0.4112,0.3276
6500,1,0.37864,0.62136,client1.log,0.5019,0.3109,0.4299,0.2718
6500,2,0.370445,0.629555,client2.log,0.4109,0.3167,0.418,0.3362
6500,3,0.36817,0.63183,client3.log,0.3616,0.3675,0.3466,0.3969
6500,4,0.367811,0.632189,client4.log,0.3879,0.347,0.3745,0.3619
6550,0,0.367917,0.632083,client0.log,0.3435,0.3893,0.3505,0.3884
6550,1,0.369274,0.630726,client1.log,0.3231,0.4101,0.333,0.4109
6550,2,0.368074,0.631926,client2.log,0.39,0.3509,0.3784,0.353
6550,3,0.373968,0.626032,client3.log,0.3054,0.4403,0.3064,0.4438
6550,4,0.387552,0.612448,client4.log,0.2896,0.5355,0.2443,0.4808
6600,0,0.367585,0.632415,client0.log,0.3413,0.3784,0.3609,0.3897
6600,1,0.368501,0.631499,client1.log,0.3888,0.3367,0.4023,0.3462
6600,2,0.385562,0.614438,client2.log,0.2732,0.5051,0.2657,0.4983
6600,3,0.375786,0.624214,client3.log,0.3056,0.4606,0.2911,0.4458
6600,4,0.370241,0.629759,client4.log,0.3187,0.3535,0.3603,0.4485
6650,0,0.371789,0.628211,client0.log,0.4488,0.3232,0.4084,0.3068
6650,1,0.368198,0.631802,client1.log,0.4071,0.3677,0.3407,0.3573
6650,2,0.380205,0.619795,client2.log,0.4364,0.2841,0.5132,0.2871
6650,3,0.380847,0.619153,client3.log,0.5092,0.2899,0.4488,0.2755
6650,4,0.36791,0.63209,client4.log,0.3394,0.3614,0.381,0.3898
6700,0,0.367976,0.632024,client0.log,0.3322,0.3926,0.3446,0.4025
6700,1,0.377463,0.622537,client1.log,0.3229,0.4888,0.2693,0.4289
6700,2,0.371348,0.628652,client2.log,0.39,0.3227,0.4512,0.3215
6700,3,0.377421,0.622579,client3.log,0.4877,0.3342,0.4222,0.2656
6700,4,0.367836,0.632164,client4.log,0.3594,0.3804,0.3428,0.3887
6750,0,0.367383,0.632617,client0.log,0.3524,0.3631,0.3735,0.3805
6750,1,0.367443,0.632557,client1.log,0.3626,0.3697,0.3723,0.3652
6750,2,0.379189,0.620811,client2.log,0.2682,0.4582,0.3082,0.4821
6750,3,0.373402,0.626598,client3.log,0.4153,0.2974,0.4574,0.3236
6750,4,0.37995,0.62005,client4.log,0.4392,0.2699,0.5093,0.3014
6800,0,0.368101,0.631899,client0.log,0.3625,0.3985,0.3319,0.3795
6800,1,0.367487,0.632513,client1.log,0.3757,0.3687,0.3624,0.363
6800,2,0.381263,0.618737,client2.log,0.2962,0.483,0.2664,0.4794
6800,3,0.367707,0.632293,client3.log,0.3554,0.3709,0.3651,0.3794
6800,4,0.367816,0.632184,client4.log,0.3655,0.3544,0.4008,0.3506
6850,0,0.367447,0.632552,client0.log,0.3563,0.3487,0.3725,0.3923
6850,1,0.367424,0.632576,client1.log,0.3759,0.3703,0.3722,0.3513
6850,2,0.371235,0.628765,client2.log,0.3283,0.4311,0.3112,0.4144
6850,3,0.370008,0.629992,client3.log,0.4263,0.3532,0.3863,0.3142
6850,4,0.373725,0.626275,client4.log,0.298,0.4413,0.3137,0.4418
6900,0,0.369105,0.630895,client0.log,0.3972,0.33,0.4111,0.3382
6900,1,0.375154,0.624846,client1.log,0.4742,0.3092,0.4253,0.2919
6900,2,0.380952,0.619048,client2.log,0.2814,0.4883,0.2806,0.4736
6900,3,0.369901,0.630099,client3.log,0.3864,0.3141,0.424,0.3552
6900,4,0.367822,0.632178,client4.log,0.3936,0.3623,0.3746,0.3409
6950,0,0.367481,0.632519,client0.log,0.362,0.3771,0.3481,0.3827
6950,1,0.374436,0.625564,client1.log,0.4477,0.3293,0.4395,0.2812
6950,2,0.369713,0.630287,client2.log,0.3411,0.4238,0.3232,0.3908
6950,3,0.370717,0.629283,client3.log,0.3584,0.4216,0.3007,0.4022
6950,4,0.380844,0.619156,client4.log,0.4495,0.2651,0.5071,0.3016
7000,0,0.367944,0.632056,client0.log,0.3451,0.3818,0.3438,0.401
7000,1,0.368016,0.631984,client1.log,0.3318,0.3699,0.3954,0.3749
7000,2,0.369239,0.630761,client2.log,0.3967,0.3229,0.4143,0.3431
7000,3,0.36883,0.63117,client3.log,0.3869,0.3597,0.4024,0.3264
7000,4,0.367604,0.632396,client4.log,0.3469,0.3712,0.3736,0.3788
